word,rock,jazz,alternative rock,eletronic,pop,total
action,3,0,2,1,2,8
saintjean,0,1,0,0,1,2
angle,1,0,0,0,1,2
viimeinen,1,0,1,1,1,4
cycle,1,0,0,1,1,3
dylan,2,1,0,1,2,6
giorgi,1,0,0,1,1,3
charlie,2,1,2,1,1,7
ocean,8,4,6,5,5,28
strangerhood,1,0,1,1,0,3
greatest,3,2,1,0,2,8
rockout,1,0,1,1,0,3
mother,9,5,3,5,9,31
hearts,8,4,4,6,8,30
jean,4,2,0,2,4,12
rubies,1,1,0,1,1,4
amame,0,0,0,0,1,1
zolte,1,0,1,1,1,4
frlskad,1,1,0,0,1,3
tetrispack,0,0,0,1,0,1
sabados,1,0,1,0,1,3
scorpio,1,1,0,1,1,4
cherry,3,0,1,3,3,10
chaudrons,0,1,0,0,0,1
flashover,0,1,0,1,1,3
humanity,1,0,1,1,0,3
anya,0,1,0,0,1,2
turquoise,0,1,0,1,0,2
breakz,1,0,1,1,1,4
hermitage,1,1,0,0,0,2
breaks,2,1,0,1,1,5
vulture,1,0,1,1,0,3
cultural,1,1,0,1,1,4
espressivo,1,0,0,1,1,3
judge,1,0,0,0,0,1
banda,2,1,0,1,2,6
apart,0,2,0,1,1,4
melting,1,0,1,1,1,4
everrett,1,1,0,1,1,4
appearing,1,0,0,1,1,3
gift,1,1,0,0,1,3
mosquito,1,0,1,1,0,3
hung,1,0,0,0,0,1
amor,18,9,3,9,19,58
larghetto,1,0,1,0,1,3
clubb,1,0,0,1,1,3
acab,1,0,0,0,0,1
spongebob,1,0,0,1,1,3
excerpt,0,0,0,0,1,1
pushbike,1,1,1,1,1,5
escape,4,2,1,1,3,11
skymning,1,0,0,1,0,2
eugenes,1,1,1,1,1,5
stumblin,1,0,1,1,1,4
everything,13,6,7,9,12,47
christmas,23,11,6,12,21,73
triste,2,1,0,0,1,4
sukkubus,1,0,0,1,0,2
coro,1,0,0,0,2,3
disappeared,1,1,1,1,1,5
maschinenkult,1,0,0,1,0,2
chapter,2,0,0,0,0,2
cowboy,2,1,1,1,2,7
sepa,1,0,0,0,1,2
choke,1,0,0,0,0,1
dinner,1,1,0,1,1,4
plus,6,5,3,6,6,26
mismo,1,0,1,1,1,4
sept,1,1,0,1,1,4
mortva,1,0,1,0,0,2
duke,1,0,1,0,1,3
bata,0,1,0,0,1,2
civic,1,0,1,0,0,2
puzzle,1,1,1,1,1,5
gham,0,0,0,1,0,1
bath,2,1,0,1,3,7
javas,0,1,0,1,1,3
nihilo,1,0,0,0,0,1
piouhgd,1,0,0,1,1,3
dreamin,1,1,1,1,1,5
stuck,4,1,2,3,2,12
anderson,0,0,0,0,1,1
wildflower,1,0,0,0,1,2
ilbert,1,1,0,1,1,4
head,20,10,5,12,15,62
medium,2,0,0,0,2,4
traidor,1,0,1,0,1,3
heal,2,0,2,2,2,8
schauet,1,1,1,1,1,5
heat,1,0,1,0,0,2
uncle,1,1,1,1,0,4
solas,1,1,1,1,0,4
bernice,1,0,1,0,1,3
viva,0,0,0,0,1,1
witchdoctor,1,1,0,1,1,4
vivo,4,0,1,1,3,9
versione,0,0,1,1,0,2
adore,1,1,0,1,1,4
atto,1,0,0,1,2,4
arabes,1,1,0,0,0,2
camara,1,1,0,0,0,2
brisa,0,1,0,0,0,1
raha,1,1,1,1,1,5
micael,1,0,1,1,1,4
fury,1,1,1,1,1,5
honeybabe,1,1,0,0,0,2
bulgarian,1,0,0,0,1,2
traviata,1,0,0,1,0,2
sometime,1,1,0,0,1,3
cocain,1,0,0,1,0,2
acclaimed,1,0,1,1,1,4
juntos,0,0,0,0,1,1
shines,3,1,3,1,3,11
check,2,3,0,3,2,10
junto,1,0,0,1,2,4
damisela,0,1,0,0,0,1
faithful,1,3,0,1,0,5
marys,1,1,0,1,1,4
mashup,1,0,0,1,0,2
percaria,0,1,0,0,0,1
when,42,19,14,23,32,130
desce,0,1,0,0,0,1
setting,1,1,0,1,0,3
papers,1,1,0,0,1,3
evergreen,1,0,1,1,1,4
picture,1,1,0,1,1,4
brivdiena,1,1,0,0,1,3
tarraxa,0,0,0,1,0,1
eiffel,1,0,0,1,1,3
discharge,1,1,0,0,1,3
scratchy,1,0,0,0,1,2
siento,1,1,1,1,0,4
sellack,1,1,0,0,1,3
faster,2,2,0,1,1,6
bullet,2,2,1,2,1,8
ryder,1,1,1,1,1,5
juguete,1,1,1,1,0,4
bamba,1,1,0,1,1,4
jolson,1,1,0,0,0,2
focus,0,1,0,2,1,4
cancion,4,0,2,3,2,11
finisterre,1,0,0,1,1,3
passage,2,1,0,2,1,6
eisbr,1,1,1,1,1,5
verliebt,1,1,1,1,1,5
fuiste,1,0,1,0,1,3
frequencies,0,1,0,1,0,2
krazy,2,1,0,1,1,5
none,1,0,1,1,0,3
sloppy,2,0,1,1,2,6
vestido,1,0,0,0,1,2
deirdre,0,1,0,1,0,2
cool,9,6,1,5,7,28
clouds,1,0,0,1,0,2
valentin,1,0,0,1,0,2
brother,9,3,3,3,4,22
levee,1,0,0,0,0,1
youngs,1,0,0,0,1,2
espanol,0,0,0,1,1,2
quick,1,0,0,0,1,2
yall,1,0,0,0,0,1
sanguinis,1,1,0,1,1,4
says,5,3,3,4,4,19
exsvles,1,0,1,0,0,2
confiaste,1,0,0,1,0,2
colin,2,1,0,2,0,5
steppin,2,2,1,1,1,7
voucher,1,0,1,0,0,2
chicken,1,0,1,1,1,4
phorever,1,0,1,1,1,4
hymn,3,2,1,3,2,11
corba,0,1,0,0,1,2
seule,1,1,1,1,1,5
goes,6,4,1,6,7,24
reply,1,0,0,1,1,3
ayee,1,1,1,1,1,5
water,6,4,0,2,4,16
witch,1,0,1,0,0,2
boogaloo,1,3,0,2,1,7
aunque,1,1,1,0,0,3
unidentified,1,1,1,1,1,5
regnen,1,1,1,1,1,5
automator,1,0,0,0,1,2
pearls,1,1,0,1,1,4
guilty,2,0,0,2,2,6
molto,1,1,0,1,1,4
cinnamon,1,0,1,0,0,2
emerge,1,0,1,0,0,2
pusfilled,1,0,1,0,0,2
tempteth,0,0,1,0,1,2
ethiopian,0,0,0,1,0,1
paralyzed,1,1,1,1,1,5
prem,1,1,0,1,1,4
kalanta,1,0,0,0,1,2
stephin,1,0,0,1,1,3
sports,1,1,0,0,1,3
parties,1,0,0,0,0,1
vivir,1,0,0,1,0,2
andy,1,0,1,1,1,4
memory,2,1,0,2,3,8
megaton,0,1,0,0,1,2
australian,1,1,0,0,1,3
today,4,1,3,3,2,13
riot,3,1,3,0,1,8
sessions,2,0,1,1,1,5
altas,1,0,0,1,1,3
altar,1,1,1,1,1,5
ayer,2,0,0,2,1,5
chocolate,1,0,1,0,1,3
drown,1,2,0,0,2,5
aragn,0,2,0,0,0,2
prophecy,1,1,0,2,1,5
survivalism,1,0,1,1,1,4
matarlatanta,0,0,0,0,1,1
yves,0,0,0,1,0,1
daimer,1,1,0,1,1,4
meathead,1,0,0,0,0,1
bourre,1,2,0,0,1,4
biancas,1,1,0,1,1,4
laughter,3,1,2,1,3,10
mouvement,0,0,0,1,0,1
streak,1,0,0,1,0,2
amalgama,0,0,0,1,0,1
desierta,0,0,0,0,1,1
stream,1,1,0,1,1,4
performed,4,0,0,0,0,4
juoksuhaudoissa,1,0,0,1,0,2
sidney,1,0,1,1,1,4
dress,3,2,1,2,2,10
sundance,1,1,0,1,1,4
fourth,0,0,0,1,0,1
algn,1,0,1,1,1,4
begs,1,1,0,1,1,4
glissez,0,1,0,1,0,2
informa,1,0,0,1,1,3
ballroom,2,2,1,1,2,8
fascist,2,2,2,2,2,10
primeira,1,1,0,1,1,4
namorada,0,1,0,0,1,2
jaguars,1,0,1,1,0,3
birthday,1,0,0,0,0,1
liquid,2,4,2,4,1,13
rollin,3,3,1,1,1,9
arrete,0,0,0,2,0,2
fleetwood,0,0,1,0,0,1
infantes,1,0,0,0,1,2
exclusive,1,1,0,0,1,3
manera,0,0,0,0,1,1
midnight,14,11,3,11,9,48
worship,2,0,1,1,1,5
bacan,1,1,0,1,1,4
swang,0,0,0,0,1,1
subsurface,0,1,0,0,0,1
swans,0,0,0,1,0,1
whirlpool,2,2,1,2,2,9
lonely,9,4,3,5,11,32
nomads,1,0,0,1,0,2
tulip,0,0,0,0,1,1
conquer,1,0,1,1,1,4
grial,1,0,1,1,0,3
name,8,3,5,5,6,27
teri,0,0,0,1,1,2
daba,1,1,0,1,2,5
tortillard,0,0,0,1,1,2
possibilities,1,0,1,0,1,3
jalousie,1,1,0,0,1,3
entrambi,0,0,0,1,0,1
dholna,0,0,0,2,0,2
distinto,1,1,0,1,1,4
corvez,1,0,0,1,0,2
begun,3,3,2,3,3,14
obsession,3,3,1,3,3,13
sunrise,3,3,1,0,4,11
plans,1,0,0,0,1,2
pokia,1,1,1,1,1,5
factory,3,0,1,3,2,9
vincennes,1,1,1,1,1,5
notausgang,1,0,1,1,1,4
clover,1,1,0,1,1,4
theory,1,0,0,1,1,3
froufrou,0,0,0,1,1,2
satanic,1,0,0,1,0,2
adiosborron,1,0,0,0,1,2
mouvman,1,1,0,1,1,4
charme,1,1,0,1,1,4
gusta,0,0,0,1,1,2
subzero,1,0,0,0,0,1
turu,0,0,0,0,1,1
motion,5,4,0,5,5,19
turn,13,6,7,12,13,51
butterflies,1,0,1,1,1,4
place,9,6,5,8,6,34
swing,3,5,0,3,3,14
unchanging,1,0,1,0,1,3
sanchez,1,1,0,2,1,5
closers,1,0,1,0,1,3
barsanova,1,1,0,0,1,3
sevillanas,0,0,0,0,2,2
given,1,0,1,0,0,2
opus,1,0,0,1,0,2
uupeemmt,1,0,0,1,1,3
carbonate,0,0,0,1,1,2
bennington,0,1,0,0,1,2
plastic,4,4,3,6,5,22
cooling,1,1,1,1,0,4
waari,1,0,0,0,0,1
woodcarver,1,1,0,1,1,4
white,12,4,6,8,13,43
siciliano,1,0,1,0,0,2
dannys,1,1,1,1,1,5
season,2,0,0,1,1,4
alap,1,1,0,1,1,4
released,1,0,0,1,1,3
soulcrusher,1,1,1,1,1,5
shirley,1,0,0,0,1,2
immigrant,1,1,1,0,1,4
wide,2,0,2,0,2,6
sert,1,0,0,0,1,2
controlando,0,0,0,0,1,1
legacy,1,1,1,1,0,4
sera,0,0,0,0,1,1
cards,1,0,0,0,1,2
oath,2,0,0,1,0,3
searchers,0,1,0,0,1,2
hotstepper,0,0,0,2,2,4
violet,1,0,0,0,0,1
ammohostos,0,0,0,0,1,1
scarifice,0,1,0,0,1,2
quartier,0,1,0,1,0,2
mater,1,0,0,0,0,1
superman,2,0,1,1,2,6
prosperity,1,0,0,0,0,1
clamamus,1,0,1,0,0,2
ideas,2,0,1,1,1,5
nazareth,1,1,0,0,1,3
andante,3,1,0,2,1,7
armando,0,1,0,0,1,2
pardesi,0,0,0,1,1,2
betrayal,1,1,0,0,1,3
falls,4,1,3,3,1,12
bluebird,1,1,0,1,1,4
foundit,1,1,0,1,1,4
proud,2,0,1,0,1,4
hungry,1,1,0,1,1,4
chanteur,1,1,0,1,1,4
hear,11,4,4,6,6,31
catalyst,1,0,1,1,1,4
spaced,0,0,0,1,1,2
tron,1,1,0,1,0,3
perca,1,1,1,0,0,3
futurenow,1,0,1,0,0,2
recipe,1,1,1,1,1,5
spacer,1,0,1,1,1,4
spaces,1,0,0,1,0,2
hack,1,1,1,1,1,5
hace,1,0,1,0,1,3
trop,1,0,1,1,0,3
genius,2,1,2,1,1,7
piranha,1,1,1,0,1,4
crime,1,0,0,0,1,2
nadie,1,1,1,2,2,7
wood,1,1,0,1,1,4
believing,1,0,0,0,1,2
termometro,0,0,0,0,1,1
toca,0,0,0,1,1,2
vekov,1,0,0,1,0,2
raccolto,0,1,0,0,0,1
closure,1,0,0,1,0,2
aranero,1,0,0,0,0,1
doble,0,0,0,0,1,1
naked,2,2,2,0,2,8
clowns,1,0,1,0,0,2
blessure,0,1,0,1,0,2
turntable,0,0,0,1,0,1
parking,1,1,0,0,1,3
heavy,2,0,1,3,2,8
minner,0,1,0,0,0,1
encouraged,0,0,0,1,0,1
farmers,1,0,0,0,0,1
ways,6,3,2,4,4,19
amen,1,1,1,1,1,5
weapons,0,0,0,1,0,1
outside,2,2,1,0,2,7
arrival,1,1,0,1,0,3
tania,0,2,0,2,0,4
fearless,0,0,0,0,1,1
guitar,1,2,1,2,1,7
erde,1,1,0,1,1,4
como,4,3,1,4,5,17
glck,1,1,0,1,1,4
coma,0,1,0,1,1,3
cities,2,0,1,1,1,5
come,48,24,16,25,40,153
superstar,3,1,2,2,3,11
sanddollars,1,0,1,1,1,4
jericho,2,0,0,1,1,4
quiet,2,6,0,1,5,14
xstatic,1,0,1,0,1,3
railway,1,1,1,1,1,5
groundhog,1,1,1,1,0,4
color,1,2,1,2,0,6
trio,2,1,1,1,0,5
satisfaction,1,1,1,1,1,5
skeletons,1,1,1,1,1,5
runaway,1,1,1,1,1,5
turkey,1,0,1,0,0,2
lifes,2,1,2,2,1,8
peaceful,1,0,0,0,0,1
featuring,16,9,4,12,22,63
hardly,3,1,1,2,3,10
engine,1,0,0,0,0,1
direction,1,0,1,0,0,2
blessing,2,1,0,2,1,6
mariposa,1,1,0,0,0,2
valija,1,0,0,0,0,1
tiger,1,0,0,1,0,2
wcss,1,1,0,1,1,4
minister,0,1,0,0,1,2
timbaland,2,0,0,0,2,4
careful,2,2,1,1,1,7
spirit,3,3,3,7,2,18
case,1,0,1,1,1,4
myself,5,5,2,4,5,21
besame,1,0,0,1,1,3
averno,1,0,0,1,1,3
janies,1,1,1,0,1,4
arnold,1,1,0,0,0,2
sutisuti,1,1,0,1,1,4
crusader,1,0,1,1,0,3
ayudame,0,0,0,0,1,1
devereux,0,0,0,0,2,2
svengalis,1,1,1,1,1,5
telephone,1,1,0,0,0,2
numba,0,0,0,0,1,1
good,38,21,12,19,29,119
zhui,0,0,0,0,2,2
volition,1,1,1,0,1,4
mccomb,0,1,0,0,1,2
alphabet,1,0,0,0,1,2
granted,1,0,1,1,1,4
admit,1,0,0,1,0,2
bown,1,0,0,1,1,3
trip,3,1,3,3,2,12
ethiopia,1,0,0,1,1,3
manila,1,1,0,1,1,4
isla,1,0,0,1,1,3
shifty,1,0,1,1,1,4
isle,1,0,0,2,2,5
todos,0,0,0,0,1,1
week,1,0,1,0,0,2
palmas,1,1,0,1,1,4
applaud,1,0,1,0,0,2
nest,2,1,2,3,1,9
driver,2,1,1,0,1,5
drives,1,0,0,0,0,1
weed,2,1,2,1,0,6
submarines,1,1,1,1,1,5
petticoat,1,0,0,0,0,1
rocknroll,1,0,1,0,1,3
innsmouth,1,1,1,1,1,5
changing,1,0,0,0,1,2
weep,1,1,0,1,1,4
jonage,0,1,0,0,1,2
caliente,1,0,0,2,1,4
without,8,2,3,4,9,26
model,2,1,0,0,1,4
vandit,1,1,0,1,1,4
bodies,0,0,0,1,0,1
guided,1,0,0,1,0,2
evenfall,1,0,0,0,0,1
dahlback,1,0,0,0,0,1
actress,1,1,1,1,1,5
pariah,1,0,0,0,1,2
kill,9,1,1,5,5,21
satin,2,3,1,1,2,9
blow,1,1,0,1,1,4
samba,6,9,1,2,6,24
invictus,1,1,0,1,0,3
rose,6,2,1,2,6,17
shadrach,2,2,2,2,2,10
rosa,1,1,1,1,2,6
wall,1,1,0,0,1,3
lets,14,6,2,10,10,42
flashing,0,0,0,1,1,2
donizetti,0,0,0,0,2,2
ross,1,0,0,0,1,2
kingdom,5,2,2,2,5,16
kills,1,0,1,1,0,3
easily,1,0,1,1,1,4
crustaceans,1,0,0,1,1,3
motherinlaw,1,0,1,1,1,4
tanto,1,0,1,0,1,3
standstill,1,0,0,0,1,2
chiornie,1,0,0,1,0,2
irgendwann,1,0,0,1,1,3
resurrectionem,0,0,0,1,0,1
lardechoise,0,0,0,0,1,1
sanity,0,0,0,0,1,1
beothuck,1,0,1,0,0,2
eternity,2,0,2,2,1,7
joking,1,0,1,1,1,4
miel,0,1,0,0,0,1
pacific,1,1,0,1,1,4
respect,0,0,0,0,1,1
caribbean,1,0,0,1,1,3
mood,4,4,2,3,3,16
dunbar,0,0,0,0,1,1
eleanor,1,0,1,0,2,4
legal,1,0,1,0,1,3
moon,14,10,3,11,8,46
namibia,0,0,0,0,1,1
brivido,1,0,0,1,0,2
freed,1,1,0,1,1,4
tiene,3,3,1,3,3,13
poem,1,0,0,0,1,2
dicen,1,1,0,0,1,3
arrivederci,1,1,0,1,1,4
dices,0,0,0,1,1,2
venite,0,0,0,0,1,1
resurrection,2,2,2,2,1,9
improvisation,1,1,0,3,1,6
gendarme,1,0,0,1,1,3
stand,11,5,4,5,12,37
doze,2,0,1,1,1,5
cudi,1,0,0,0,1,2
amber,1,0,0,0,1,2
tribe,0,0,0,1,0,1
ladies,4,3,0,1,4,12
jian,0,0,0,0,2,2
timbuctu,0,1,1,1,0,3
allireland,1,0,0,1,0,2
worldfor,1,0,0,0,1,2
rising,3,1,3,3,2,12
gary,1,1,1,1,0,4
burton,1,0,0,0,0,1
mental,2,1,2,2,2,9
banho,1,1,0,1,0,3
backwater,1,1,0,1,1,4
there,15,10,7,9,14,55
gesagt,1,0,1,0,1,3
valley,3,1,1,1,3,9
pptes,1,0,0,1,1,3
vicente,1,1,0,1,0,3
poet,1,0,0,0,1,2
pygmies,1,0,1,1,1,4
terminus,1,0,1,1,1,4
glopes,1,1,0,1,0,3
feuer,0,0,0,1,0,1
beloki,1,1,0,1,1,4
sleazy,1,0,0,0,1,2
grass,2,1,0,2,2,7
usted,0,0,0,0,1,1
taylor,1,1,0,1,1,4
toiles,1,1,1,0,1,4
taste,3,1,1,2,2,9
feliz,2,1,1,2,1,7
intro,19,11,11,13,16,70
politics,2,1,2,2,1,8
norrskensdd,1,0,0,1,1,3
bishop,1,1,0,1,0,3
abyss,1,0,0,1,0,2
fiddles,0,1,0,0,1,2
fiddler,0,1,0,1,0,2
heather,1,0,1,1,1,4
piracy,0,0,0,0,1,1
rosen,1,1,1,1,1,5
rubber,0,0,0,1,0,1
roses,3,1,3,2,3,12
besos,2,0,1,2,2,7
frydenlund,0,1,0,1,0,2
trash,1,0,1,0,0,2
babylon,2,3,1,1,1,8
ouachita,1,0,0,0,0,1
songz,0,0,0,0,1,1
separate,1,0,0,0,0,1
finale,1,1,0,1,1,4
bobbys,1,0,1,0,1,3
bullets,1,1,0,0,1,3
booked,0,0,0,1,0,1
barcelona,1,1,0,1,1,4
curvy,1,0,1,1,1,4
calla,0,0,0,0,1,1
diss,1,0,1,1,1,4
transesdimanche,1,1,0,1,1,4
epipen,1,0,0,1,1,3
gerlander,1,0,0,1,1,3
fuego,1,0,0,1,1,3
dish,1,0,1,1,2,5
follow,3,2,1,2,3,11
everyones,2,1,0,1,2,6
glimpse,1,0,0,0,0,1
thursday,1,0,0,0,1,2
maleficia,1,0,0,0,1,2
vazo,0,0,0,0,1,1
painter,1,3,0,3,0,7
kvar,0,0,0,1,0,1
presentation,0,5,0,5,5,15
woman,35,27,11,11,19,103
sone,0,0,0,0,1,1
song,54,28,26,32,51,191
sono,2,1,0,0,2,5
sons,1,0,0,0,1,2
sony,1,1,0,1,1,4
ticket,1,0,1,0,1,3
appassionato,1,1,0,1,1,4
porgy,1,1,0,1,1,4
synths,1,1,0,1,0,3
lillie,1,0,1,0,1,3
wreverb,1,1,0,0,1,3
vibes,1,1,0,0,0,2
sergent,0,0,0,1,1,2
saxophone,1,0,0,0,0,1
lisa,1,0,0,0,0,1
escuchame,0,0,0,1,1,2
rats,2,0,2,2,0,6
design,1,0,0,1,0,2
oddisee,1,0,0,1,0,2
chega,1,1,0,1,1,4
jeremiah,1,0,0,0,1,2
ticky,1,0,0,0,1,2
what,52,30,27,30,39,178
hesitation,1,1,1,1,0,4
circumstance,1,1,1,0,1,4
rascal,1,0,0,0,0,1
anniversary,1,1,0,2,2,6
crush,1,1,0,1,0,3
version,609,256,290,291,523,1969
guns,1,1,1,0,1,4
racine,0,0,0,1,0,1
vamos,1,0,1,1,1,4
tagu,1,1,1,1,1,5
yksinisin,0,0,0,0,1,1
nene,1,1,0,0,1,3
fugue,5,0,0,5,5,15
nena,1,0,1,0,1,3
theresa,1,0,0,1,0,2
dedicado,0,0,0,0,1,1
directions,1,1,0,1,1,4
tragedy,3,1,1,2,2,9
cappella,1,1,0,1,0,3
naval,0,0,0,1,0,1
chale,1,1,1,1,1,5
matanza,1,0,1,0,1,3
agustin,1,1,1,1,1,5
members,0,0,0,1,0,1
palabras,1,0,0,0,1,2
solitude,1,0,1,0,1,3
florence,0,0,0,1,0,1
tutto,0,0,0,1,0,1
marashi,0,1,0,0,0,1
quiser,1,0,0,0,1,2
minor,5,2,0,3,3,13
flat,2,0,1,1,2,6
flaw,1,1,0,0,1,3
flav,0,0,0,0,1,1
knows,2,1,1,3,2,9
oboe,1,0,0,1,1,3
mira,0,0,0,0,1,1
floyd,1,1,0,0,0,2
stick,1,0,1,1,0,3
known,1,1,0,0,0,2
mellow,0,1,0,0,0,1
glad,2,0,2,2,3,9
verano,1,0,1,0,1,3
zeichen,0,0,0,0,1,1
ethno,1,0,1,1,1,4
eden,1,0,1,1,0,3
crossbreed,0,0,0,1,0,1
amdokwe,1,1,0,1,1,4
pero,1,1,0,1,1,4
excursion,1,0,0,1,0,2
janices,1,0,1,0,1,3
pony,1,2,0,0,2,5
erzhlt,0,1,0,1,0,2
azul,0,1,0,1,1,3
wycombe,1,0,0,1,1,3
metamorphosis,1,1,0,2,0,4
arise,0,0,0,0,1,1
pong,1,0,0,0,1,2
slarta,0,1,0,1,1,3
court,1,1,0,1,0,3
chaco,0,1,0,0,1,2
rather,1,0,0,1,1,3
breaking,4,3,2,4,5,18
cleansing,1,0,2,0,0,3
punkrock,1,0,1,0,0,2
musica,1,4,0,4,0,9
buenos,1,0,0,0,1,2
dreada,0,0,0,1,0,1
simplicity,3,0,0,3,3,9
sandwich,1,0,1,0,0,2
okay,0,0,0,1,1,2
ballade,1,0,0,0,1,2
fungus,1,0,1,1,1,4
adventure,2,2,2,3,2,11
numb,1,1,0,1,1,4
short,1,0,0,0,1,2
susan,1,0,0,0,1,2
dorma,1,0,0,1,0,2
shore,0,0,0,1,1,2
grande,2,2,0,0,2,6
shade,2,1,0,2,2,7
grandi,0,1,1,1,0,3
xuan,1,1,0,1,1,4
soldats,1,1,1,1,1,5
emmanuel,2,0,1,1,2,6
mission,3,0,0,1,3,7
chacacha,0,0,0,1,1,2
isnt,3,2,2,1,3,11
alamadalah,0,0,1,1,1,3
avenue,2,1,0,1,1,5
style,3,1,2,2,4,12
pray,4,2,1,3,1,11
praz,0,0,0,1,0,1
beyonce,1,1,0,0,1,3
abbey,1,0,1,1,1,4
parts,1,0,1,0,0,2
conformist,1,0,1,1,1,4
rette,1,1,0,1,1,4
bout,3,2,2,2,2,11
might,1,0,1,1,1,4
alter,1,1,1,1,1,5
somebody,6,4,3,5,6,24
botellas,1,0,0,1,0,2
abacua,1,1,0,1,1,4
hunter,5,3,2,2,5,17
speechless,1,0,0,1,1,3
hunted,1,1,1,1,1,5
marcus,0,0,0,0,1,1
gets,1,1,0,0,1,3
leli,1,0,1,0,0,2
disciple,1,0,1,1,1,4
inherent,1,1,0,0,0,2
mulin,0,1,0,0,0,1
flunkadelic,0,1,0,1,1,3
weight,2,0,2,1,2,7
generation,4,0,1,1,1,7
oppressed,1,0,0,0,0,1
hawaii,1,0,1,0,0,2
jakwob,0,0,0,1,1,2
decline,1,0,0,0,0,1
clandestino,1,0,0,0,1,2
lole,0,0,0,1,0,1
nuovo,1,0,1,1,1,4
disquiet,0,0,1,0,0,1
hydraulic,0,0,0,1,0,1
hill,5,4,2,5,6,22
comme,4,2,0,2,4,12
paradise,4,2,0,1,2,9
soulless,1,0,0,1,0,2
exodus,2,1,0,1,2,6
friday,1,0,1,1,0,3
forgive,0,1,0,0,0,1
denfants,1,0,1,1,1,4
teach,1,1,0,0,1,3
kyotronics,0,0,0,1,0,1
sylvester,1,0,0,1,0,2
stampede,1,0,1,1,0,3
shonoda,0,1,0,0,1,2
deja,1,0,0,0,1,2
fallen,1,0,1,0,0,2
vuelve,0,0,0,1,1,2
feed,0,0,0,1,0,1
feel,10,7,4,8,9,38
defecto,1,0,1,1,1,4
pork,1,0,1,0,0,2
fancy,0,0,0,1,0,1
feet,2,1,0,2,1,6
sympathy,2,1,0,1,1,5
notify,1,0,1,1,1,4
blank,1,1,1,1,0,4
invader,0,0,0,1,1,2
blanc,0,0,0,0,1,1
moan,0,1,0,0,0,1
story,8,5,2,4,11,30
breathless,1,0,1,1,0,3
passez,1,1,0,1,1,4
beibi,1,0,1,1,1,4
nian,1,1,0,1,1,4
storm,4,1,1,0,1,7
stora,1,0,0,0,0,1
vuelvo,1,0,1,0,1,3
headache,1,0,0,1,1,3
qbert,0,1,0,0,1,2
segue,1,0,0,0,0,1
clowngood,1,0,1,0,1,3
hotel,2,1,0,1,1,5
king,14,9,3,10,13,49
kind,8,6,4,7,9,34
double,0,0,0,1,0,1
dans,3,3,2,3,4,15
medicate,1,1,1,1,1,5
prairie,1,1,0,1,1,4
seamos,1,0,0,0,1,2
dani,1,0,1,0,1,3
dang,0,0,0,1,0,1
saxambando,0,1,0,1,0,2
dana,0,1,0,0,1,2
entellina,0,1,0,1,0,2
tongues,1,0,0,0,1,2
djemba,0,2,0,0,0,2
garfield,1,0,1,1,1,4
motindo,1,1,0,1,1,4
fiona,1,1,1,0,1,4
oriole,1,0,0,0,1,2
pieni,1,1,0,1,1,4
hopelessly,2,0,1,0,1,4
nights,5,2,3,1,4,15
port,1,0,0,1,1,3
maison,0,1,1,2,1,5
finding,0,1,0,0,0,1
needle,1,0,1,1,1,4
electric,3,2,0,4,3,12
kardinal,0,1,0,0,1,2
reach,3,0,3,3,1,10
cigarette,4,3,1,1,2,11
amar,1,0,0,2,2,5
nothing,13,8,8,9,8,46
seasons,1,2,0,1,0,4
doggin,2,1,0,0,0,3
windows,1,0,1,1,1,4
cordeiro,1,1,0,0,0,2
wichita,2,1,0,2,2,7
traditional,0,1,0,0,1,2
journeys,1,0,0,0,0,1
pennies,0,0,0,0,1,1
grandmas,0,0,0,1,1,2
fonc,1,0,0,1,1,3
jambalaya,2,0,0,1,1,4
stoned,1,1,1,0,0,3
melody,3,4,2,3,4,16
nuevo,0,0,0,0,1,1
cried,3,2,1,3,3,12
enfinsombre,1,0,0,0,1,2
jazz,3,5,0,3,4,15
intermezzo,1,0,0,1,1,3
moses,1,0,0,0,1,2
lavabo,1,0,1,1,1,4
porque,1,0,0,2,4,7
hablando,1,0,1,1,1,4
triangle,1,0,0,0,1,2
meditations,1,2,0,0,0,3
maailma,1,1,0,1,1,4
whistle,2,2,0,1,2,7
mortuum,0,0,0,0,1,1
rafaqat,0,0,1,1,1,3
budapest,1,1,0,1,1,4
percutindo,0,0,1,0,0,1
bolena,1,0,0,1,0,2
rinaldo,4,0,0,0,4,8
catharsis,1,0,0,0,0,1
orgofart,1,0,0,0,1,2
wheeling,1,1,0,1,1,4
wrote,1,0,1,1,1,4
regresas,0,1,0,0,1,2
dump,3,0,0,0,0,3
fuoco,0,1,0,0,0,1
wanderin,1,1,1,1,1,5
dumy,1,0,0,0,0,1
bare,0,0,0,1,1,2
bari,0,1,0,1,0,2
matin,1,0,1,1,1,4
einfach,1,0,0,0,0,1
romances,1,1,0,0,0,2
barn,1,0,0,1,1,3
recording,1,0,0,0,1,2
crushing,1,0,0,0,0,1
klut,1,0,0,0,0,1
klux,1,1,0,0,1,3
watchie,0,0,0,2,0,2
contrary,1,0,0,0,0,1
femmes,4,3,1,4,4,16
supposed,1,0,1,1,0,3
solo,6,4,3,5,4,22
latin,1,2,0,2,1,6
sola,0,1,0,0,0,1
atrs,1,0,1,1,1,4
prelude,3,0,2,3,2,10
lyrical,1,0,0,1,0,2
